type,latitude,longitude,altitude (m),course,distance (km),distance_interval (m),name,desc
T,52.07831,5.0752,1,13.8,86.95,22.92,,
T,52.07852,5.07527,1,11.6,86.974,23.85,,
T,52.07873,5.07534,2,11.6,86.998,23.85,,
T,52.07885,5.07538,2.6,11.6,87.011,13.63,,
T,52.07892,5.07541,2.4,14.8,87.019,8.06,,
T,52.079,5.07546,1.6,21,87.029,9.54,,
T,52.07933,5.07555,1,9.5,87.066,37.23,,
T,52.08002,5.07572,3.6,8.6,87.144,77.66,,
T,52.08041,5.07579,3.7,6.3,87.187,43.66,,
T,52.0807,5.07584,3,6,87.22,32.45,,
T,52.0808,5.07586,2.4,7,87.231,11.21,,
T,52.081,5.07589,2.3,5.3,87.253,22.35,,
T,52.0811,5.0759,2.2,3.5,87.265,11.15,,
T,52.08131,5.07593,2.1,5,87.288,23.46,,
T,52.08152,5.07595,2.1,3.3,87.311,23.41,,
T,52.08184,5.07597,2,2.2,87.347,35.63,,
T,52.08193,5.07598,2,3.9,87.357,10.04,,
T,52.08208,5.07599,2,2.3,87.374,16.7,,
T,52.08222,5.076,2,2.5,87.389,15.59,,
T,52.08236,5.07601,1.5,2.5,87.405,15.59,,
T,52.08263,5.07602,5.7,1.3,87.435,30.05,,
T,52.08284,5.07603,9.9,1.7,87.458,23.38,,
T,52.08301,5.07603,7,0,87.477,18.92,,
T,52.08314,5.07603,7.2,0,87.492,14.46,,
T,52.08332,5.07602,9.2,358,87.512,20.04,,
T,52.08362,5.07601,10.6,358.8,87.545,33.39,,
T,52.0839,5.07599,11,357.5,87.576,31.19,,
T,52.08422,5.07596,10.4,356.7,87.612,35.67,,
T,52.08456,5.07593,6.9,356.9,87.65,37.89,,
T,52.08462,5.07592,5.4,354.2,87.657,6.71,,
T,52.0851,5.07585,2,354.9,87.71,53.62,,
T,52.08547,5.07578,2,353.4,87.752,41.45,,
T,52.08627,5.07561,2,352.6,87.842,89.77,,
T,52.08674,5.0755,2,351.8,87.894,52.84,,
T,52.08695,5.07544,2,350,87.918,23.73,,
T,52.0872,5.07537,2,350.2,87.946,28.23,,
T,52.08763,5.07523,1.9,348.7,87.995,48.8,,
T,52.08806,5.07508,2,347.9,88.044,48.94,,
T,52.08842,5.07494,2,346.6,88.085,41.19,,
T,52.08873,5.0748,2,344.5,88.121,35.8,,
T,52.08904,5.07466,2,344.5,88.157,35.8,,
T,52.08978,5.07425,2,341.2,88.244,87,,
T,52.09014,5.07405,2,341.2,88.286,42.34,,
T,52.09039,5.07391,2,341,88.316,29.43,,
T,52.09132,5.07337,1.9,340.4,88.425,109.9,,
T,52.09158,5.0732,2,338.1,88.457,31.19,,
T,52.09208,5.07287,2,337.9,88.517,60.06,,
T,52.09247,5.07256,2,334,88.565,48.32,,
T,52.09248,5.07255,2,328.4,88.566,1.31,,
T,52.09423,5.07115,7.9,333.8,88.783,217.08,,
T,52.09507,5.0705,3.7,334.6,88.887,103.54,,
T,52.09539,5.07026,1.6,335.3,88.926,39.22,,
T,52.09572,5.07001,1.4,335,88.967,40.52,,
T,52.0962,5.06963,1.3,334.1,89.026,59.42,,
T,52.09621,5.06963,1.3,0,89.027,1.11,,
T,52.09636,5.0695,1.8,332,89.046,18.92,,
T,52.09718,5.06885,1,334,89.148,101.53,,
T,52.09766,5.06848,2.2,334.7,89.207,59.12,,
T,52.09799,5.06822,1.3,334.2,89.248,40.81,,
T,52.09885,5.06752,0.9,333.4,89.355,107.04,,
T,52.09911,5.0673,2.5,332.5,89.387,32.62,,
T,52.10004,5.06648,2.1,331.6,89.505,117.75,,
T,52.10034,5.0662,1.5,330.2,89.544,38.5,,
T,52.10077,5.0658,1.3,330.3,89.599,55.14,,
T,52.10138,5.06519,1.3,328.4,89.678,79.71,,
T,52.10173,5.06481,1.6,326.3,89.725,46.85,,
T,52.10266,5.06383,1.9,327.1,89.849,123.36,,
T,52.10296,5.06349,1.9,325.2,89.889,40.71,,
T,52.10315,5.06328,2,325.8,89.915,25.57,,
T,52.10326,5.06314,2,322,89.93,15.55,,
T,52.10335,5.06304,2,325.7,89.943,12.13,,
T,52.10359,5.06276,2,324.4,89.975,32.88,,
T,52.10384,5.06245,1.3,322.7,90.01,35,,
T,52.1042,5.062,1,322.5,90.061,50.55,,
T,52.10458,5.06151,1.3,321.6,90.115,53.99,,
T,52.10472,5.06133,1.2,321.7,90.135,19.87,,
T,52.10503,5.06092,1,320.9,90.179,44.49,,
T,52.10517,5.06073,1,320.2,90.2,20.3,,
T,52.10529,5.06057,1,320.7,90.217,17.28,,
T,52.10564,5.06008,1.5,319.3,90.268,51.42,,
T,52.10571,5.05999,1.4,321.7,90.278,9.93,,
T,52.10586,5.05978,1,319.3,90.3,22.04,,
T,52.10597,5.05962,1,318.2,90.317,16.43,,
T,52.10618,5.05932,1,318.7,90.348,31.12,,
T,52.10644,5.05893,1,317.3,90.387,39.38,,
T,52.10654,5.05877,1,315.5,90.403,15.62,,
T,52.1067,5.05854,1.2,318.6,90.427,23.78,,
T,52.10701,5.05805,1,315.8,90.475,48.13,,
T,52.10732,5.05756,1.5,315.8,90.523,48.13,,
T,52.10765,5.05704,1,315.9,90.574,51.16,,
T,52.10794,5.05657,1,315.1,90.62,45.59,,
T,52.10811,5.05629,1.3,314.7,90.647,26.94,,
T,52.10831,5.05593,1,312.1,90.68,33.22,,
T,52.10857,5.05546,1,312,90.723,43.29,,
T,52.10875,5.05514,1,312.5,90.753,29.69,,
T,52.1089,5.05484,1,309.1,90.779,26.48,,
T,52.10925,5.05419,1,311.2,90.838,59.16,,
T,52.10959,5.05354,1,310.4,90.897,58.43,,
T,52.1098,5.05312,1,309.2,90.934,37.07,,
T,52.11018,5.05234,1,308.4,91.002,68.14,,
T,52.11069,5.05127,1,307.8,91.095,92.7,,
T,52.11109,5.05036,1,305.6,91.171,76.6,,
T,52.1115,5.04941,1,305.1,91.251,79.48,,
T,52.11173,5.04883,1,302.9,91.298,47.26,,
T,52.11193,5.04836,1,304.7,91.337,39.14,,
T,52.11197,5.04826,1.2,303.1,91.345,8.17,,
T,52.11213,5.04785,1.2,302.4,91.379,33.25,,
T,52.11218,5.04772,1,302.1,91.389,10.5,,
T,52.11245,5.04707,1,304.1,91.443,53.72,,
T,52.11285,5.04607,1.4,303.1,91.525,81.69,,
T,52.11354,5.04436,1,303.3,91.665,140.06,,
T,52.11359,5.04424,1,304.2,91.675,9.93,,
T,52.11362,5.04417,1.1,304.9,91.68,5.84,,
T,52.11364,5.04411,1.2,298.5,91.685,4.67,,
T,52.1137,5.04396,1.2,303.1,91.697,12.25,,
T,52.11377,5.0438,1,305.5,91.711,13.45,,
T,52.11391,5.04343,1.1,301.6,91.741,29.75,,
T,52.11404,5.04313,1,305.2,91.766,25.13,,
T,52.11439,5.04225,1,302.9,91.837,71.77,,
T,52.11473,5.0414,1,303.1,91.907,69.44,,
T,52.11497,5.04082,1,304,91.955,47.87,,
T,52.11508,5.04054,1,302.6,91.978,22.75,,
T,52.11523,5.04017,1,303.4,92.008,30.35,,
T,52.11552,5.03946,1.8,303.6,92.066,58.37,,
T,52.11578,5.03881,1,303.1,92.119,53.1,,
T,52.11585,5.03863,1,302.3,92.134,14.58,,
T,52.11592,5.03846,1,303.8,92.148,14.01,,
T,52.11605,5.03812,1,301.9,92.175,27.42,,
T,52.11633,5.03744,1,303.8,92.231,56.04,,
T,52.11657,5.03685,1,303.5,92.28,48.44,,
T,52.11677,5.03634,1,302.6,92.321,41.42,,
T,52.11691,5.03599,0.9,303.1,92.35,28.59,,
T,52.11692,5.03598,1,328.4,92.351,1.31,,
T,52.11705,5.03564,0.9,301.9,92.379,27.42,,
T,52.11724,5.03518,0,303.9,92.417,37.94,,
T,52.1175,5.03452,0,302.7,92.47,53.67,,
T,52.11781,5.03375,0,303.3,92.533,63.02,,
T,52.11804,5.0332,0,304.3,92.579,45.54,,
T,52.11807,5.03311,0,298.5,92.586,7.01,,
T,52.11819,5.03281,0,303.1,92.61,24.51,,
T,52.11841,5.03227,0,303.6,92.655,44.36,,
T,52.11868,5.03163,0.8,304.5,92.708,53.14,,
T,52.11887,5.03119,0.7,305.1,92.745,36.81,,
T,52.11905,5.0308,0.5,306.9,92.778,33.39,,
T,52.1192,5.03047,0.9,306.5,92.806,28.1,,
T,52.1194,5.03006,1,308.5,92.842,35.83,,
T,52.11954,5.02978,0.9,309.2,92.867,24.71,,
T,52.11966,5.02954,1,309.2,92.888,21.18,,
T,52.11972,5.02944,1,314.3,92.897,9.56,,
T,52.11986,5.02916,1,309.2,92.922,24.71,,
T,52.11999,5.02893,1,312.6,92.943,21.39,,
T,52.12011,5.0287,0.5,310.4,92.964,20.65,,
T,52.12031,5.02836,0.1,313.8,92.996,32.21,,
T,52.12049,5.02805,1,313.4,93.025,29.19,,
T,52.12056,5.02792,0.5,311.2,93.037,11.83,,
T,52.12064,5.02779,0.3,315.1,93.05,12.59,,
T,52.12071,5.02767,0.5,313.5,93.061,11.32,,
T,52.12098,5.02723,1.4,315,93.104,42.55,,
T,52.12116,5.02694,0.8,315.3,93.132,28.21,,
T,52.12118,5.0269,1,309.2,93.136,3.53,,
T,52.12127,5.02676,1,316.3,93.149,13.86,,
T,52.12134,5.02664,0.6,313.5,93.161,11.32,,
T,52.12142,5.02651,0.6,315.1,93.173,12.59,,
T,52.1215,5.02638,1,315.1,93.186,12.59,,
T,52.12164,5.02614,0.2,313.5,93.209,22.65,,
T,52.12178,5.02591,0.7,314.8,93.231,22.15,,
T,52.1224,5.02489,0.7,314.7,93.329,98.18,,
T,52.12241,5.02489,0.7,0,93.33,1.11,,
T,52.12304,5.02385,1.3,314.6,93.43,99.94,,
T,52.1247,5.0211,0.2,314.5,93.694,263.8,,
T,52.12572,5.01942,1.4,314.7,93.855,161.61,,
T,52.12579,5.01931,1.1,316,93.866,10.84,,
T,52.12588,5.01916,0.9,314.3,93.881,14.35,,
T,52.12595,5.01904,0.8,313.5,93.892,11.32,,
T,52.12607,5.01883,0.4,312.9,93.911,19.62,,
T,52.12609,5.0188,0.4,317.4,93.915,3.03,,
T,52.12618,5.01866,0.8,316.3,93.928,13.86,,
T,52.12632,5.01841,1,312.4,93.952,23.15,,
T,52.12636,5.01833,1,309.2,93.959,7.06,,
T,52.12648,5.01812,1.2,312.9,93.978,19.62,,
T,52.12662,5.01788,0.8,313.5,94.001,22.65,,
T,52.12678,5.01762,0.6,315.1,94.026,25.18,,
T,52.12686,5.01749,0.4,315.1,94.039,12.59,,
T,52.12694,5.01735,1.1,312.9,94.052,13.08,,
T,52.12703,5.0172,1.4,314.3,94.066,14.35,,
T,52.12714,5.01701,0.9,313.3,94.084,17.86,,
T,52.12724,5.01685,1.3,315.5,94.1,15.62,,
T,52.12734,5.01669,1.5,315.5,94.115,15.62,,
T,52.12747,5.01647,0.4,313.9,94.136,20.89,,
T,52.12748,5.01647,0.4,0,94.137,1.11,,
T,52.12757,5.01642,0.1,341.2,94.148,10.58,,
T,52.12783,5.01601,0.9,315.9,94.188,40.32,,
T,52.12796,5.01581,1,316.6,94.208,19.92,,
T,52.12819,5.01547,0.7,317.8,94.243,34.6,,
T,52.12831,5.01529,1,317.4,94.261,18.17,,
T,52.12856,5.01494,1.1,319.3,94.297,36.72,,
T,52.12858,5.01491,1.1,317.4,94.3,3.03,,
T,52.1287,5.01475,0.7,320.7,94.318,17.27,,
T,52.12884,5.01457,0.6,321.7,94.338,19.86,,
T,52.12896,5.01441,0.8,320.7,94.355,17.27,,
T,52.12902,5.01433,0.7,320.7,94.364,8.64,,
T,52.12932,5.01394,0.4,321.4,94.406,42.75,,
T,52.12965,5.01354,0.4,323.3,94.452,45.81,,
T,52.12975,5.01342,0.6,323.6,94.466,13.83,,
T,52.13019,5.01292,0.7,325.1,94.526,59.74,,
T,52.13042,5.01268,0.7,327.4,94.556,30.41,,
T,52.1308,5.01229,0.8,327.8,94.606,50.01,,
T,52.13083,5.01225,0.9,320.7,94.61,4.32,,
T,52.13104,5.01205,0.7,329.7,94.637,27.08,,
T,52.13143,5.01168,0.8,329.8,94.688,50.25,,
T,52.13161,5.01151,0.7,329.9,94.711,23.17,,
T,52.13177,5.01137,0.7,331.8,94.731,20.22,,
T,52.13187,5.01129,0.5,333.8,94.744,12.4,,
T,52.13221,5.011,0.4,332.4,94.786,42.73,,
T,52.1324,5.01085,0.9,334.1,94.81,23.5,,
T,52.13268,5.01063,0.8,334.3,94.844,34.61,,
T,52.13286,5.0105,0.8,336.1,94.866,21.92,,
T,52.13304,5.01036,0.7,334.5,94.888,22.2,,
T,52.13339,5.01011,0.1,336.3,94.931,42.54,,
T,52.13342,5.01009,0.2,337.7,94.935,3.61,,
T,52.13418,5.00956,1,336.8,95.027,92.02,,
T,52.13429,5.00949,0.9,338.7,95.04,13.14,,
T,52.1345,5.00935,1.1,337.7,95.065,25.26,,
T,52.13469,5.00922,0.9,337.2,95.088,22.94,,
T,52.13487,5.00909,0.7,336.1,95.11,21.92,,
T,52.135,5.009,0.6,337,95.126,15.72,,
T,52.13543,5.0087,0.8,336.8,95.178,52.07,,
T,52.1362,5.00817,0.5,337.1,95.271,93.05,,
T,52.13622,5.00816,0.5,342.9,95.273,2.33,,
T,52.13636,5.00806,0.9,336.3,95.29,17.02,,
T,52.13692,5.00767,0.7,336.9,95.358,67.79,,
T,52.13706,5.00757,0.5,336.3,95.375,17.02,,
T,52.13743,5.00732,0.7,337.5,95.419,44.59,,
T,52.13783,5.00705,0.4,337.5,95.468,48.19,,
T,52.13833,5.0067,0.9,336.8,95.528,60.58,,
T,52.1386,5.00651,1,336.6,95.561,32.74,,
T,52.13895,5.00627,1,337.2,95.603,42.27,,
T,52.13898,5.00625,1,337.7,95.607,3.61,,
T,52.13935,5.00602,1,339.1,95.651,44.08,,
T,52.13978,5.00573,0.9,337.5,95.703,51.8,,
T,52.14001,5.00557,0.9,336.9,95.731,27.84,,
T,52.14016,5.00546,1,335.8,95.749,18.31,,
T,52.14027,5.00538,1,335.9,95.762,13.41,,
T,52.14047,5.00525,1,338.3,95.786,23.97,,
T,52.14058,5.00517,0.9,335.9,95.8,13.41,,
T,52.14088,5.00496,1,336.8,95.836,36.35,,
T,52.14089,5.00496,1,0,95.837,1.11,,
T,52.14119,5.00475,0.9,336.8,95.873,36.35,,
T,52.14165,5.00444,1,337.5,95.929,55.41,,
T,52.14198,5.00421,1,336.8,95.969,39.95,,
T,52.14257,5.0038,1,336.9,96.04,71.4,,
T,52.14266,5.00373,1,334.5,96.051,11.1,,
T,52.14279,5.00364,1,337,96.067,15.72,,
T,52.14326,5.00332,1,337.3,96.124,56.7,,
T,52.14351,5.00315,0.8,337.3,96.154,30.15,,
T,52.14366,5.00304,1,335.8,96.172,18.31,,
T,52.1438,5.00295,1,338.5,96.189,16.75,,
T,52.14405,5.00277,1,336.2,96.219,30.42,,
T,52.14446,5.00249,0.9,337.3,96.269,49.48,,
T,52.14456,5.00242,0.5,336.8,96.281,12.12,,
T,52.1451,5.00205,0.5,337.2,96.346,65.21,,
T,52.14552,5.00176,0.6,337,96.397,50.78,,
T,52.14579,5.00157,0.1,336.6,96.43,32.74,,
T,52.14644,5.00112,0,337,96.508,78.61,,
T,52.14667,5.00096,0,336.9,96.536,27.84,,
T,52.14787,5.00013,-0.2,337,96.681,145.11,,
T,52.14886,4.99945,0,337.1,96.801,119.59,,
T,52.14907,4.99931,0,337.8,96.826,25.26,,
T,52.14922,4.9992,0,335.8,96.844,18.31,,
T,52.14928,4.99916,0,337.8,96.852,7.22,,
T,52.14998,4.99868,0,337.2,96.936,84.54,,
T,52.15036,4.99841,-0.1,336.4,96.982,46.15,,
T,52.15048,4.99834,0,340.3,96.997,14.19,,
T,52.15057,4.99827,0,334.5,97.008,11.1,,
T,52.15118,4.99785,-0.1,337.1,97.081,73.71,,
T,52.15135,4.99773,0,336.6,97.102,20.62,,
T,52.15187,4.99737,0,337,97.165,62.89,,
T,52.15211,4.9972,0,336.5,97.194,29.13,,
T,52.15225,4.99711,-0.1,338.5,97.211,16.75,,
T,52.15236,4.99703,-0.2,336,97.224,13.41,,
T,52.15283,4.9967,0,336.7,97.281,56.97,,
T,52.15298,4.9966,-0.1,337.8,97.299,18.04,,
T,52.15308,4.99654,0,339.8,97.311,11.86,,
T,52.15313,4.99651,-0.1,339.8,97.317,5.93,,
T,52.15334,4.99637,0,337.8,97.342,25.26,,
T,52.15403,4.99591,-0.1,337.8,97.425,82.98,,
T,52.15411,4.99585,0,335.3,97.435,9.8,,
T,52.15434,4.99569,0,336.9,97.463,27.84,,
T,52.1547,4.99543,0,336.1,97.507,43.83,,
T,52.15524,4.99506,-0.2,337.2,97.572,65.2,,
T,52.15535,4.99498,0,336,97.585,13.41,,
T,52.156,4.99452,-0.2,336.5,97.664,78.88,,
T,52.15674,4.99401,-0.1,337.1,97.754,89.43,,
T,52.15726,4.99365,0,337,97.816,62.89,,
T,52.15745,4.99351,0,335.7,97.84,23.21,,
T,52.15788,4.99321,0.5,336.8,97.892,52.07,,
T,52.15815,4.99303,1.1,337.8,97.924,32.47,,
T,52.1584,4.99285,1.7,336.2,97.955,30.42,,
T,52.15914,4.99234,3.5,337.1,98.044,89.43,,
T,52.1596,4.99202,4.3,336.9,98.1,55.67,,
T,52.15973,4.99193,5,337,98.115,15.72,,
T,52.15991,4.99181,5.3,337.8,98.137,21.65,,
T,52.1602,4.9916,5.8,336,98.172,35.32,,
T,52.16057,4.99134,6.8,336.7,98.217,44.85,,
T,52.1608,4.99118,6.7,336.9,98.245,27.84,,
T,52.16092,4.99109,6.9,335.3,98.26,14.7,,
T,52.16106,4.99099,6.8,336.3,98.277,17.01,,
T,52.16145,4.99071,4.4,336.2,98.324,47.44,,
T,52.16184,4.99042,5.2,335.5,98.372,47.72,,
T,52.16222,4.99015,7,336.4,98.418,46.14,,
T,52.16267,4.98984,6.8,337.1,98.473,54.38,,
T,52.16317,4.98952,5.8,338.6,98.532,59.79,,
T,52.16334,4.98942,5.9,340.2,98.552,20.12,,
T,52.16368,4.98922,5.6,340.2,98.593,40.23,,
T,52.1638,4.98915,6,340.3,98.607,14.19,,
T,52.1639,4.9891,5.9,342.9,98.618,11.64,,
T,52.1641,4.98899,5,341.4,98.642,23.49,,
T,52.16415,4.98897,4.8,346.2,98.648,5.73,,
T,52.1642,4.98894,4.8,339.8,98.654,5.93,,
T,52.1643,4.98889,5,342.9,98.665,11.64,,
T,52.16451,4.98879,4.8,343.7,98.69,24.35,,
T,52.16467,4.98871,4.7,342.9,98.708,18.63,,
T,52.16481,4.98865,4.5,345.3,98.724,16.11,,
T,52.165,4.98856,4.2,343.8,98.746,22.02,,
T,52.16511,4.98852,4.3,347.4,98.759,12.54,,
T,52.16543,4.98843,4.1,350.2,98.795,36.14,,
T,52.16604,4.98829,4.2,352,98.864,68.55,,
T,52.16612,4.98827,4.2,351.3,98.873,9.01,,
T,52.1667,4.98811,3.8,350.4,98.938,65.46,,
T,52.16705,4.98801,4.2,350.1,98.978,39.54,,
T,52.16758,4.98784,3.9,348.9,99.038,60.11,,
T,52.16812,4.98775,4,354.2,99.098,60.4,,
T,52.16838,4.98771,4,354.6,99.127,29.06,,
T,52.16864,4.98767,4,354.6,99.156,29.06,,
T,52.1687,4.98766,4,354.2,99.163,6.71,,
T,52.16885,4.98765,4,357.7,99.18,16.7,,
T,52.16917,4.98762,4,356.7,99.215,35.67,,
T,52.16949,4.98761,3.1,358.9,99.251,35.61,,
T,52.16966,4.9876,2,357.9,99.27,18.93,,
T,52.16974,4.9876,1.7,0,99.279,8.9,,
T,52.16983,4.9876,2,0,99.289,10.01,,
T,52.17036,4.98756,4,357.3,99.348,59.04,,
T,52.17097,4.98753,5.2,358.3,99.416,67.91,,
T,52.17138,4.98749,5,356.6,99.461,45.7,,
T,52.17173,4.98747,3.1,358,99.5,38.97,,
T,52.17209,4.98744,5,357.1,99.54,40.11,,
T,52.17213,4.98744,5.6,0,99.545,4.45,,
T,52.17218,4.98743,6.2,353,99.551,5.61,,
T,52.17227,4.98743,6.9,0,99.561,10.01,,
T,52.17237,4.98743,7.3,0,99.572,11.13,,
T,52.17278,4.98739,7.6,356.6,99.617,45.7,,
T,52.17309,4.98737,8.6,357.7,99.652,34.52,,
T,52.17381,4.98731,5,357.1,99.732,80.22,,
T,52.17479,4.98722,4,356.8,99.841,109.22,,
T,52.1754,4.98717,4.5,357.1,99.909,67.96,,
T,52.17633,4.98709,3,357,100.013,103.63,,
T,52.17684,4.98705,3,357.2,100.07,56.81,,
T,52.17888,4.98688,0.8,357.1,100.297,227.29,,
T,52.17963,4.98682,0.4,357.2,100.381,83.55,,
T,52.18007,4.98678,0.6,356.8,100.43,49.04,,
T,52.18011,4.98678,0.6,0,100.434,4.45,,
T,52.1807,4.98673,0,357,100.5,65.74,,
T,52.18075,4.98672,0,353,100.505,5.61,,
T,52.18085,4.98672,0,0,100.517,11.13,,
T,52.18098,4.98671,0.2,357.3,100.531,14.48,,
T,52.18125,4.98669,0.2,357.4,100.561,30.07,,
T,52.18136,4.98668,0.1,356.8,100.573,12.26,,
T,52.18146,4.98668,0.1,0,100.585,11.13,,
T,52.18175,4.98667,0,358.8,100.617,32.28,,
T,52.18181,4.98666,0,354.2,100.623,6.71,,
T,52.18203,4.98666,0,0,100.648,24.48,,
T,52.18212,4.98666,0,0,100.658,10.01,,
T,52.18227,4.98665,0.1,357.7,100.675,16.7,,
T,52.18267,4.98664,0.1,359.1,100.719,44.51,,
T,52.18294,4.98664,0,0,100.749,30.04,,
T,52.18319,4.98665,0,1.4,100.777,27.83,,
T,52.18343,4.98665,0,0,100.804,26.71,,
T,52.18371,4.98666,0.4,1.3,100.835,31.16,,
T,52.18411,4.98667,1,0.9,100.879,44.51,,
T,52.18438,4.98668,1,1.3,100.91,30.05,,
T,52.18451,4.98669,0.9,2.7,100.924,14.48,,
T,52.18471,4.9867,0.9,1.8,100.946,22.26,,
T,52.18512,4.98671,0.8,0.9,100.992,45.63,,
T,52.1858,4.98674,0.7,1.5,101.068,75.69,,
T,52.18635,4.98676,0.7,1.3,101.129,61.21,,
T,52.18696,4.98678,0.6,1.2,101.197,67.89,,
T,52.18737,4.9868,0.5,1.7,101.242,45.64,,
T,52.18866,4.98685,0.3,1.4,101.386,143.58,,
T,52.18911,4.98687,0,1.6,101.436,50.09,,
T,52.1895,4.98688,0.2,0.9,101.479,43.4,,
T,52.18976,4.98689,0.2,1.4,101.508,28.94,,
T,52.19029,4.98691,0.1,1.3,101.567,58.99,,
T,52.19048,4.98692,0.1,1.8,101.588,21.15,,
T,52.19105,4.98694,0,1.2,101.652,63.44,,
T,52.19107,4.98694,0,0,101.654,2.23,,
T,52.19122,4.98694,0,0,101.671,16.69,,
T,52.19132,4.98695,0,3.5,101.682,11.15,,
T,52.19153,4.98696,0,1.7,101.705,23.38,,
T,52.19192,4.98697,0,0.9,101.749,43.4,,
T,52.19233,4.98699,0,1.7,101.794,45.64,,
T,52.19276,4.98701,0,1.6,101.842,47.87,,
T,52.19295,4.98701,0,0,101.863,21.14,,
T,52.19364,4.98704,0,1.5,101.94,76.8,,
T,52.19414,4.98706,0,1.4,101.996,55.65,,
T,52.19437,4.98706,0,0,102.021,25.59,,
T,52.19472,4.98707,0,1,102.06,38.95,,
T,52.19507,4.98707,0,0,102.099,38.94,,
T,52.19543,4.98708,0,1,102.139,40.06,,
T,52.1959,4.98708,0,0,102.192,52.3,,
T,52.19619,4.98707,0,358.8,102.224,32.28,,
T,52.19661,4.98707,0,0,102.271,46.73,,
T,52.19719,4.98706,0,359.4,102.335,64.54,,
T,52.19778,4.98705,0,359.4,102.401,65.65,,
T,52.19825,4.98704,0,359.3,102.453,52.3,,
T,52.19849,4.98703,0,358.5,102.48,26.71,,
T,52.19872,4.98703,0,0,102.506,25.59,,
T,52.19891,4.98703,0,0,102.527,21.14,,
T,52.19939,4.98702,0,359.3,102.58,53.41,,
T,52.20001,4.98701,0,359.4,102.649,68.99,,
T,52.20043,4.987,-0.1,359.2,102.696,46.74,,
T,52.20048,4.987,-0.1,0,102.701,5.56,,
T,52.20061,4.98699,-0.2,357.3,102.716,14.48,,
T,52.20081,4.98699,-0.2,0,102.738,22.25,,
T,52.20113,4.98699,-0.2,0,102.774,35.61,,
T,52.20146,4.98698,-0.1,358.9,102.81,36.73,,
T,52.2019,4.98697,-0.1,359.2,102.859,48.96,,
T,52.20232,4.98696,-0.1,359.2,102.906,46.74,,
T,52.2027,4.98696,-0.1,0,102.948,42.28,,
T,52.20292,4.98695,0,358.4,102.973,24.49,,
T,52.203,4.98695,0,0,102.982,8.9,,
T,52.20327,4.98695,0,0,103.012,30.04,,
T,52.2035,4.98694,0,358.5,103.037,25.6,,
T,52.20371,4.98694,0,0,103.061,23.37,,
T,52.20385,4.98694,0,0,103.076,15.58,,
T,52.20407,4.98693,0,358.4,103.101,24.49,,
T,52.20431,4.98693,0,0,103.128,26.71,,
T,52.20465,4.98692,0.1,359,103.165,37.84,,
T,52.205,4.98692,0,0,103.204,38.94,,
T,52.20519,4.98692,0.1,0,103.226,21.14,,
T,52.20546,4.98692,0.1,0,103.256,30.04,,
T,52.20627,4.98693,0,0.4,103.346,90.13,,
T,52.2065,4.98693,0,0,103.371,25.59,,
T,52.20671,4.98693,0,0,103.395,23.37,,
T,52.20683,4.98693,0,0,103.408,13.35,,
T,52.20696,4.98694,0,2.7,103.422,14.48,,
T,52.20719,4.98694,0,0,103.448,25.59,,
T,52.20732,4.98694,0,0,103.463,14.47,,
T,52.20766,4.98694,0,0,103.5,37.83,,
T,52.20802,4.98695,0,1,103.54,40.06,,
T,52.20836,4.98695,0,0,103.578,37.83,,
T,52.20872,4.98696,-0.1,1,103.618,40.06,,
T,52.20917,4.98696,-0.1,0,103.668,50.07,,
T,52.21185,4.98699,-0.2,0.4,103.967,298.21,,
T,52.21241,4.987,-0.2,0.6,104.029,62.32,,
T,52.21311,4.98701,-0.2,0.5,104.107,77.89,,
T,52.21378,4.98702,-0.3,0.5,104.181,74.55,,
T,52.21402,4.98702,-0.3,0,104.208,26.71,,
T,52.21448,4.98703,-0.3,0.8,104.259,51.19,,
T,52.21464,4.98704,-0.3,2.2,104.277,17.82,,
T,52.21472,4.98704,-0.3,0,104.286,8.9,,
T,52.21507,4.98705,-0.4,1,104.325,38.95,,
T,52.21542,4.98706,-0.4,1,104.364,38.95,,
T,52.21611,4.9871,-0.6,2,104.441,76.83,,
T,52.21635,4.98712,-0.6,2.9,104.467,26.74,,
T,52.21658,4.98713,-0.7,1.5,104.493,25.6,,
T,52.21688,4.98715,-0.7,2.3,104.526,33.41,,
T,52.21704,4.98716,-0.8,2.2,104.544,17.82,,
T,52.21727,4.98718,-0.7,3,104.57,25.63,,
T,52.21741,4.98719,-0.3,2.5,104.586,15.59,,
T,52.21742,4.98719,-0.3,0,104.587,1.11,,
T,52.21752,4.9872,0,3.5,104.598,11.15,,
T,52.21785,4.98722,0,2.1,104.635,36.75,,
T,52.21819,4.98723,0.5,1,104.672,37.84,,
T,52.21865,4.98723,1,0,104.724,51.18,,
T,52.21904,4.98722,1.5,359.1,104.767,43.4,,
T,52.21919,4.98721,2,357.7,104.784,16.7,,
T,52.21922,4.98721,2,0,104.787,3.34,,
T,52.21951,4.98719,1.9,357.6,104.819,32.3,,
T,52.21972,4.98716,2,355,104.843,23.46,,
T,52.22005,4.98712,2.7,355.8,104.88,36.82,,
T,52.22079,4.987,4,354.3,104.962,82.75,,
T,52.22111,4.98693,4.9,352.4,104.998,35.93,,
T,52.22127,4.98689,4.9,351.3,105.016,18.01,,
T,52.22147,4.98684,3.6,351.3,105.039,22.52,,
T,52.22154,4.98681,2.3,345.3,105.047,8.05,,
